date;India;US;Spain;Germany;France
2020-05-21;118226;1579118;233037;176752;183396
2020-05-22;124794;1602947;234824;177212;184152
2020-05-23;131423;1623136;235290;177850;184698
2020-05-24;138536;1643310;235772;178281;184259
2020-05-25;144950;1662404;235400;178570;184584
2020-05-26;150793;1681130;236259;179002;184839
2020-05-27;158086;1699893;236259;179364;185012
2020-05-28;165386;1721160;237906;179717;188355
2020-05-29;173491;1746242;238564;180458;188949
2020-05-30;181827;1769322;239228;181196;190743
2020-05-31;190609;1788241;239479;181482;190975
2020-06-01;198370;1806081;239638;181815;191382
2020-06-02;207191;1826171;239932;182028;190735
2020-06-03;216824;1845327;240326;182370;187509
2020-06-04;226713;1873261;240660;182764;191869
2020-06-05;236184;1899701;240978;183271;192450
2020-06-06;246622;1919970;241310;183678;193022
2020-06-07;257486;1937796;241550;183979;193363
2020-06-08;265928;1954696;241717;184193;193637
2020-06-09;276146;1975017;241966;184543;194190
2020-06-10;286605;1996735;242280;184861;194815
2020-06-11;297535;2019013;242707;185416;195179
2020-06-12;308993;2044571;243209;185674;195980
2020-06-13;320922;2068728;243605;186022;196477
2020-06-14;332424;2087629;243928;186269;196867
2020-06-15;343091;2108628;244109;186461;197003
2020-06-16;354065;2133177;244328;186839;197666
2020-06-17;366946;2160227;244683;187184;198155
2020-06-18;380532;2188454;245268;187764;198741
2020-06-19;395048;2219508;245575;188534;199528
2020-06-20;410451;2251334;245938;189135;200147
2020-06-21;425282;2277170;246272;189822;200490
2020-06-22;440215;2306971;246504;190359;200632
2020-06-23;456183;2345700;246752;190862;201330
2020-06-24;473105;2381951;247086;191449;201598
2020-06-25;490401;2421250;247486;192079;201853
2020-06-26;508953;2470296;247905;192556;203116
2020-06-27;528859;2511050;248469;193243;203564
2020-06-28;548318;2553975;248770;193499;203157
2020-06-29;566840;2595272;248970;193761;203802
2020-06-30;585481;2645097;249271;194259;204244
2020-07-01;604641;2694220;249659;194725;205234
2020-07-02;625544;2749163;250103;195228;205773
2020-07-03;648315;2800668;250545;195674;206312
2020-07-04;673165;2846614;250545;196096;206670
2020-07-05;697413;2900342;250545;196335;206682
2020-07-06;719664;2943508;251789;196554;207700
2020-07-07;742417;3000739;252130;196944;208154
2020-07-08;767296;3061045;252513;197341;208976
2020-07-09;793802;3120701;253056;197783;209420
2020-07-10;820916;3189561;253908;198178;210135
2020-07-11;849522;3250000;253908;198556;210386
2020-07-12;878254;3310132;253908;198804;210402
2020-07-13;906752;3369496;255953;198963;211825
2020-07-14;936181;3435158;256619;199375;211887
2020-07-15;968857;3501184;257494;199726;212614
2020-07-16;1003832;3571998;258855;200260;213183
2020-07-17;1039084;3638470;260255;200843;214009
2020-07-18;1077781;3702792;260255;201372;214174
2020-07-19;1118206;3761724;260255;201574;214178
2020-07-20;1155338;3822387;264836;201823;216089
2020-07-21;1193078;3890581;266194;202345;216684
2020-07-22;1238798;3958126;267551;202799;217605
2020-07-23;1288108;4026012;270166;203368;218841
2020-07-24;1337024;4101159;272421;204183;219932
2020-07-25;1385635;4165359;272421;204964;220016
2020-07-26;1435616;4221198;272421;205269;220020
2020-07-27;1480073;4280922;278782;205609;222508
2020-07-28;1531669;4345753;280610;206242;223072
2020-07-29;1581963;4409882;282641;206926;224542
2020-07-30;1634746;4479123;285430;207828;225936
2020-07-31;1695988;4543699;288522;208698;227239
2020-08-01;1750723;4601277;288522;209653;227301
2020-08-02;1803695;4648386;288522;209893;227304
2020-08-03;1855745;4690070;297054;210402;230665
2020-08-04;1908254;4751727;302814;211281;231636
2020-08-05;1964536;4806075;305767;212022;233344
2020-08-06;2027074;4866254;309855;213067;234945
2020-08-07;2088611;4926841;314362;214214;237332
2020-08-08;2153010;4990774;314362;215336;237402
2020-08-09;2215074;5045041;314362;215891;237408
2020-08-10;2268675;5096658;322980;216327;242168
2020-08-11;2329638;5153612;326612;217293;243576
2020-08-12;2396637;5208856;329784;218519;246180
2020-08-13;2461190;5260512;337334;219964;248850
2020-08-14;2525922;5330637;342813;221413;251764
2020-08-15;2589952;5383031;342813;222828;254974
2020-08-16;2647663;5417693;342813;223453;257994
2020-08-17;2702681;5455542;359082;224014;258629
2020-08-18;2767253;5500444;364196;225404;260748
2020-08-19;2836925;5546328;370867;226914;264535
2020-08-20;2905825;5591456;377906;228621;269335
2020-08-21;2975701;5639047;386054;230048;274289
2020-08-22;3044940;5684719;386054;232082;277763
2020-08-23;3106348;5716630;386054;232864;282498
2020-08-24;3167323;5750553;405436;233575;284474
2020-08-25;3224547;5793226;412553;234853;288067
2020-08-26;3310234;5835299;419849;236429;288354
2020-08-27;3387500;5885817;429507;237936;299580
2020-08-28;3463972;5932287;439286;239507;307205
2020-08-29;3542733;5975390;439286;240986;312665
2020-08-30;3621245;6009521;439286;241771;318047
2020-08-31;3691166;6042883;462858;242381;321160
2020-09-01;3769523;6084862;470973;243599;326264
2020-09-02;3853406;6124823;479554;244855;333351
2020-09-03;3936747;6169964;488513;246166;340473
2020-09-04;4023179;6218298;498989;247619;349333
2020-09-05;4113811;6261921;498989;248997;357927
2020-09-06;4204613;6291040;498989;249985;364943
2020-09-07;4280422;6315603;525549;250799;369209
2020-09-08;4370128;6342347;534513;252298;375947
2020-09-09;4465863;6375987;543379;253474;384546
2020-09-10;4562414;6415435;554143;255366;394308
2020-09-11;4659984;6460058;566326;256850;403837
2020-09-12;4754356;6505641;566326;258480;415174
2020-09-13;4846427;6545932;566326;259428;421519
2020-09-14;4930236;6578496;593730;260355;427839
2020-09-15;5020359;6615674;603167;261762;435665
2020-09-16;5118253;6653966;614360;263663;445932
2020-09-17;5214677;6699284;625651;265857;456171
2020-09-18;5308014;6749468;640040;267773;469404
2020-09-19;5400619;6795246;640040;270070;482964
2020-09-20;5487580;6836856;640040;271415;493500
2020-09-21;5562663;6868899;671468;272337;499039
2020-09-22;5646010;6907170;682267;274158;509123
2020-09-23;5732518;6948290;693556;275927;522355
2020-09-24;5818570;6997173;704209;278070;538264
2020-09-25;5903932;7044309;716481;280223;554368
2020-09-26;5992532;7087856;716481;282730;568588
2020-09-27;6074702;7121635;716481;284140;579223
2020-09-28;6145291;7159375;748266;285332;583522
2020-09-29;6225763;7201407;748266;287421;591527
2020-09-30;6312584;7240039;769188;289219;605893
2020-10-01;6394068;7286282;778607;291722;618918
2020-10-02;6473544;7339725;789932;294395;631354
2020-10-03;6549373;7389006;789932;296958;647868
2020-10-04;6623815;7422136;789932;299237;660372
2020-10-05;6685082;7459493;813412;300619;666011
2020-10-06;6757131;7504039;825410;303258;677321
2020-10-07;6835655;7553176;835901;306086;696274
2020-10-08;6906151;7611066;848324;310144;713676
2020-10-09;6979423;7666145;861112;314660;734707
2020-10-10;7053806;7721512;861112;319381;761384
2020-10-11;7120538;7768412;861112;322864;777378
2020-10-12;7175880;7810492;888968;325331;786590
2020-10-13;7239389;7860615;896086;329453;800216
2020-10-14;7307097;7919057;908056;334585;823181
2020-10-15;7370468;7982595;921374;341223;852938
2020-10-16;7432680;8052769;936560;348557;878572
2020-10-17;7494551;8107601;936560;356387;910711
2020-10-18;7550273;8159771;936560;361974;940548
2020-10-19;7597063;8227653;974449;366299;954838
2020-10-20;7651107;8289390;988322;373167;975214
2020-10-21;7706946;8350096;1005295;380762;1002624
2020-10-22;7761312;8429717;1026281;392049;1043437
2020-10-23;7814682;8511376;1046132;403291;1086286
2020-10-24;7864811;8589751;1046132;418005;1131551
2020-10-25;7909959;8650726;1046132;429181;1138167
2020-10-26;7946429;8715290;1098320;437866;1211177
2020-10-27;7990322;8792513;1116738;449275;1245635
2020-10-28;8040203;8878990;1136503;464239;1283185
2020-10-29;8088851;8970283;1160083;481013;1329821
2020-10-30;8137119;9070130;1185678;499694;1379295
2020-10-31;8184082;9157473;1185678;518753;1414396
2020-11-01;8229313;9235303;1185678;532930;1460575
2020-11-02;8267623;9317109;1240697;545027;1566666
2020-11-03;8313876;9441875;1259366;560379;1639267
2020-11-04;8364086;9542136;1284408;577593;1593146
2020-11-05;8411724;9670217;1306316;597583;1650966
2020-11-06;8462080;9797272;1328832;619089;1711918
2020-11-07;8507754;9924336;1328832;642488;1798573
2020-11-08;8553657;10044009;1328832;658505;1837135
2020-11-09;8591730;10160964;1381218;671868;1858559
2020-11-10;8636011;10297518;1381218;687200;1881172
2020-11-11;8683916;10445200;1417709;705687;1917578
2020-11-12;8728795;10603995;1437220;727553;1950136
2020-11-13;8773479;10783514;1458591;751095;1974271
2020-11-14;8814579;10947564;1458591;773556;2006228
2020-11-15;8845127;11087279;1458591;790503;2033420
2020-11-16;8874290;11240367;1496864;801327;2043470
2020-11-17;8912907;11405015;1510023;815746;2089073
2020-11-18;8958483;11576984;1525341;833307;2117917
2020-11-19;9004365;11769284;1541574;855916;2138706
2020-11-20;9050597;11970952;1556730;879564;2161970
2020-11-21;9095806;12150771;1556730;902528;2179640
2020-11-22;9139865;12297358;1556730;918269;2192770
2020-11-23;9177840;12478869;1582616;929133;2197832
2020-11-24;9222216;12652431;1594844;942687;2207753
2020-11-25;9266705;12832643;1605066;961320;2224508
2020-11-26;9309787;12949892;1617355;983588;2237509
2020-11-27;9351109;13164526;1628208;1006394;2250283
2020-11-28;9392919;13332750;1628208;1028089;2262760
2020-11-29;9431691;13473101;1628208;1042700;2272523
2020-11-30;9462809;13628015;1648187;1053869;2276830
2020-12-01;9499413;13825131;1656444;1067473;2285273
2020-12-02;9534964;14021291;1665775;1084743;2299501
2020-12-03;9571559;14241510;1675902;1106789;2312288
2020-12-04;9608211;14476879;1684647;1130238;2323799
2020-12-05;9644222;14698887;1684647;1153556;2336681
2020-12-06;9677203;14878212;1684647;1171323;2347630
2020-12-07;9703770;15073671;1702328;1183655;2351041
2020-12-08;9735850;15300726;1702328;1197709;2365085
2020-12-09;9767371;15516732;1712101;1218524;2379760
2020-12-10;9796744;15753677;1720056;1242203;2393632
2020-12-11;9826775;15992578;1730575;1272078;2407121
2020-12-12;9857029;16217115;1730575;1300516;2421068
2020-12-13;9884100;16408708;1730575;1320716;2432601
2020-12-14;9906165;16618531;1751884;1337078;2435793
2020-12-15;9932547;16844844;1762212;1351510;2447518
2020-12-16;9956557;17079647;1773290;1379238;2465238
2020-12-17;9979447;17319893;1785421;1406161;2483636
2020-12-18;10004599;17567839;1797236;1439938;2499511
2020-12-19;10031223;17773691;1797236;1471238;2516939
2020-12-20;10055560;17960885;1797236;1494009;2529797
2020-12-21;10075116;18157739;1819249;1510652;2535757
2020-12-22;10099066;18363670;1829903;1530180;2547618
2020-12-23;10123778;18585107;1842289;1554920;2562604
2020-12-24;10146845;18798055;1854951;1587115;2584322
2020-12-25;10169118;18925234;1854951;1612648;2604584
2020-12-26;10187850;19142672;1854951;1627103;2607677
2020-12-27;10207871;19278635;1854951;1640858;2616544
2020-12-28;10224303;19451935;1879413;1651834;2619650
2020-12-29;10244852;19657909;1893502;1664726;2631144
2020-12-30;10266674;19876203;1910218;1687185;2657658
2020-12-31;10286709;20191291;1928265;1719737;2677660
2021-01-01;10305788;20370188;1928265;1742661;2697018
2021-01-02;10323965;20642467;1928265;1755351;2700484
2021-01-03;10340469;20845869;1928265;1765666;2712975
2021-01-04;10356844;21031371;1958844;1775513;2717059
2021-01-05;10374932;21264230;1982544;1787410;2737892
2021-01-06;10395278;21523988;1982544;1808647;2763078
2021-01-07;10413417;21810231;2024904;1835038;2784845
2021-01-08;10413417;22114294;2050360;1866887;2804705
2021-01-09;10450284;22379024;2050360;1891581;2824882
2021-01-10;10466595;22589866;2050360;1908527;2840826
2021-01-11;10479179;22793829;2111782;1921024;2844642
2021-01-12;10495147;23015643;2137220;1933826;2864399
2021-01-13;10512093;23244975;2176089;1953426;2888331
2021-01-14;10527683;23480547;2211967;1978590;2909666
2021-01-15;10542841;23725550;2252164;2000958;2930983
2021-01-16;10557985;23943240;2252164;2019636;2952392
2021-01-17;10571773;24119795;2252164;2033518;2969034
2021-01-18;10581823;24260618;2336451;2040659;2972832
2021-01-19;10595639;24417505;2370742;2052028;2996855
2021-01-20;10610883;24604885;2412318;2068002;3023613
2021-01-21;10625428;24797436;2456675;2088400;3046323
2021-01-22;10639684;24989204;2499560;2106262;3069647
2021-01-23;10654533;25167377;2499560;2122679;3093740
2021-01-24;10667736;25307520;2499560;2134936;3112176
2021-01-25;10676838;25437119;2593382;2141665;3116477
2021-01-26;10689527;25588125;2629817;2148077;3138619
2021-01-27;10701193;25743581;2670102;2161275;3165570
2021-01-28;10720048;25910340;2705001;2178828;3189378
2021-01-29;10733130;26074081;2743119;2192850;3212613
2021-01-30;10746174;26225020;2743119;2205171;3236658
2021-01-31;10757610;26337877;2743119;2216363;3255994
2021-02-01;10766245;26463191;2822805;2221971;3260382
2021-02-02;10777284;26580221;2851869;2228085;3283719
2021-02-03;10790183;26704591;2883465;2237790;3310125
2021-02-04;10802591;26829620;2913425;2252001;3310145
2021-02-05;10814304;26960729;2941990;2264909;3355752
2021-02-06;10826363;27077586;2941990;2275394;3376340
2021-02-07;10838194;27167014;2941990;2284010;3396055
2021-02-08;10847304;27249811;2989085;2288545;3400398
2021-02-09;10858371;27345192;3005487;2291924;3419418
2021-02-10;10871294;27440473;3023601;2299996;3444827
2021-02-11;10880603;27547244;3041454;2310233;3465903
2021-02-12;10892746;27647824;3056035;2320093;3486612
2021-02-13;10904940;27738580;3056035;2328447;3507843
2021-02-14;10916589;27806888;3056035;2334561;3524518
2021-02-15;10925710;27862336;3086286;2338987;3528924
2021-02-16;10937320;27921557;3096343;2342843;3548520
2021-02-17;10950201;27990403;3107172;2350399;3573560
2021-02-18;10963394;28062983;3121687;2360606;3596078
2021-02-19;10977387;28138141;3133122;2369719;3620205
2021-02-20;10991651;28211923;3133122;2378883;3642576
2021-02-21;11005850;28267188;3133122;2386559;3664622
2021-02-22;11016434;28322670;3153971;2390928;3669276
2021-02-23;11030176;28396527;3161432;2394811;3689469
2021-02-24;11046914;28471552;3170644;2402818;3720996
2021-02-25;11063491;28548831;3180212;2414687;3746410
2021-02-26;11079979;28624249;3188553;2424684;3771626
2021-02-27;11096731;28695537;3188553;2434446;3795736
2021-02-28;11112241;28747301;3188553;2442336;3815688
2021-03-01;11124527;28797741;3204531;2447068;3820418
2021-03-02;11139516;28856159;3130184;2451011;3843290
2021-03-03;11156923;28923209;3136321;2460030;3870101
2021-03-04;11173761;28992150;3142358;2471942;3895387
2021-03-05;11192045;29060028;3149012;2482522;3918894
2021-03-06;11210799;29121057;3149012;2492079;3942286
2021-03-07;11229398;29162667;3149012;2500182;3964121
2021-03-08;11244786;29206757;3160970;2505193;3969673
2021-03-09;11262707;29262259;3164982;2509445;3992853
2021-03-10;11285561;29320032;3172101;2518591;4022514
2021-03-11;11308846;29381820;3178356;2532947;4050606
2021-03-12;11333728;29444421;3183704;2545781;4075681
2021-03-13;11359048;29501241;3183704;2558455;4105444
2021-03-14;11385339;29540515;3183704;2569245;4131895
2021-03-15;11409831;29591547;3195062;2575849;4138369
2021-03-16;11438734;29645614;3200024;2581329;4168396
2021-03-17;11474605;29704888;3206116;2594764;4206916
2021-03-18;11514331;29767278;3212332;2612268;4241990
2021-03-19;11555284;29828910;3212332;2629750;4277108
2021-03-20;11599130;29887777;3212332;2645783;4312451
2021-03-21;11646081;29923155;3212332;2659516;4343115
2021-03-22;11686796;29970579;3228803;2667225;4358924
2021-03-23;11734058;30023437;3234319;2674710;4373620
2021-03-24;11787534;30111195;3234319;2690523;4439011
2021-03-25;11846652;30178821;3247738;2713180;4484672
2021-03-26;11908910;30255191;3255324;2734753;4526554
2021-03-27;11971624;30319246;3255324;2755225;4569179
2021-03-28;12039644;30365566;3255324;2772401;4606307
2021-03-29;12095855;30431438;3270825;2782273;4615413
2021-03-30;12149335;30493127;3275819;2791822;4646136
2021-03-31;12221665;30562657;3284353;2808873;4705186
2021-04-01;12303131;30639513;3291394;2833173;4755862
2021-04-02;12392260;30713536;3291394;2855061;4802545
2021-04-03;12485509;30778416;3300965;2873190;4802711
2021-04-04;12589067;30816339;3300965;2885386;4883346
2021-04-05;12686049;30883426;3311325;2893883;4894139
2021-04-06;12801785;30946252;3317948;2900768;4902195
2021-04-07;12928574;31022028;3326736;2910445;4903122
2021-04-08;13060542;31102094;3336637;2930852;5000155
2021-04-09;13205926;31186847;3347512;2956316;5000319
2021-04-10;13358805;31257382;3347512;2980413;5001723
2021-04-11;13527717;31304838;3347512;2998268;5119625
2021-04-12;13689453;31367021;3370256;3011513;5128175
2021-04-13;13873825;31447860;3376548;3022323;5167305
2021-04-14;14074564;31523464;3387022;3044016;5210812
2021-04-15;14291917;31597446;3396685;3073442;5248857
2021-04-16;14526609;31680918;3407283;3099273;5285307
2021-04-17;14788003;31736405;3407283;3123077;5321180
2021-04-18;15061805;31780231;3407283;3142262;5350558
2021-04-19;15320972;31838777;3428354;3153699;5357266
2021-04-20;15616130;31901217;3428354;3163308;5401341
2021-04-21;15930774;31965563;3446072;3188192;5436265
2021-04-22;16263695;32032282;3456886;3217710;5469669
2021-04-23;16610481;32095177;3468617;3245253;5502009
2021-04-24;16960172;32150148;3468617;3268645;5534651
2021-04-25;17313163;32184916;3468617;3287418;5559156
2021-04-26;17636186;32227203;3488469;3299325;5565113
2021-04-27;17997113;32279484;3496134;3310301;5595437
2021-04-28;18376421;32334670;3504799;3332532;5626979
2021-04-29;18762976;32393496;3514942;3357268;5653526
2021-04-30;19164969;32451598;3524077;3381597;5677829
2021-05-01;19557457;32500374;3524077;3400532;5703499
2021-05-02;19925517;32530930;3524077;3416822;5713420
2021-05-03;20282833;32575552;3540430;3425982;5717187
2021-05-04;20664979;32618447;3544945;3433516;5741564
2021-05-05;21077410;32664490;3551262;3451550;5767568
2021-05-06;21491598;32710669;3559222;3473503;5789281
2021-05-07;21892676;32759084;3567408;3491988;5808420
2021-05-08;22296081;32794738;3567408;3507673;5829199
2021-05-09;22662575;32817608;3567408;3520329;5838327
2021-05-10;22992517;32849984;3581392;3527251;5841626
2021-05-11;23340938;32885461;3586333;3533376;5861417
2021-05-12;23703665;32921612;3592751;3548285;5882915
2021-05-13;24046809;32960348;3598452;3565704;5902376
2021-05-14;24372907;33002565;3604799;3577040;5909419
2021-05-15;24684077;33033322;3604799;3584934;5925104
2021-05-16;24965463;33051014;3604799;3593434;5939130
2021-05-17;25228996;33076256;3615860;3598846;5942481
2021-05-18;25496330;33105171;3619848;3603055;5959704
2021-05-19;25772440;33134775;3625928;3614095;5978761
2021-05-20;26031991;33164990;3631661;3626393;5629921
2021-05-21;26289290;33193815;3636453;3635162;5642724
2021-05-22;26530132;33215028;3636453;3642244;5655335
2021-05-23;26752447;33228813;3636453;3648958;5665101
2021-05-24;26948874;33250684;3647520;3651640;5667331
2021-05-25;27157795;33275274;3652879;3653551;5670486
